InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
544177,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,12,2011-02-16 14:27:00,2.1,13001.0,United Kingdom,25.200000000000003
565665,82552,WASHROOM METAL SIGN,24,2011-09-05 17:44:00,1.45,15856.0,United Kingdom,34.8
556048,21592,RETROSPOT CIGAR BOX MATCHES ,24,2011-06-08 13:00:00,1.25,15609.0,United Kingdom,30.0
573773,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-01 10:21:00,0.85,13327.0,United Kingdom,10.2
554101,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,2011-05-22 13:29:00,1.25,13549.0,United Kingdom,20.0
567968,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-09-23 09:44:00,0.85,12546.0,Spain,10.2
555979,22383,LUNCH BAG SUKI DESIGN ,2,2011-06-08 11:18:00,1.65,15039.0,United Kingdom,3.3
555736,22984,CARD GINGHAM ROSE ,12,2011-06-07 09:13:00,0.42,17730.0,United Kingdom,5.04
538418,72598,SET/12 TAPER CANDLES,2,2010-12-12 12:00:00,0.85,17372.0,United Kingdom,1.7
562378,23150,IVORY SWEETHEART SOAP DISH,1,2011-08-04 15:07:00,2.49,15046.0,United Kingdom,2.49
579147,21873,IF YOU CAN'T STAND THE HEAT MUG,2,2011-11-28 13:20:00,1.25,13263.0,United Kingdom,2.5
565225,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,2011-09-01 19:34:00,0.85,16808.0,United Kingdom,27.2
566345,21829,DINOSAUR KEYRINGS ASSORTED,6,2011-09-12 12:27:00,0.21,17685.0,United Kingdom,1.26
581146,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-12-07 13:53:00,0.85,17602.0,United Kingdom,1.7
577519,20982,12 PENCILS TALL TUBE SKULLS,24,2011-11-20 13:20:00,0.85,15044.0,United Kingdom,20.4
578310,23129,HEART SHAPED HOLLY WREATH,1,2011-11-23 16:22:00,4.15,17434.0,United Kingdom,4.15
554669,22037,ROBOT BIRTHDAY CARD,12,2011-05-25 15:31:00,0.42,15203.0,United Kingdom,5.04
543981,22332,SKULLS PARTY BAG + STICKER SET,8,2011-02-15 08:18:00,1.65,15358.0,United Kingdom,13.2
538093,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-12-09 14:49:00,1.95,12682.0,France,19.5
580104,23162,REGENCY TEA STRAINER,48,2011-12-01 15:13:00,3.29,15189.0,United Kingdom,157.92000000000002
551967,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-05-05 13:19:00,1.69,16457.0,United Kingdom,27.04
558074,20724,RED RETROSPOT CHARLOTTE BAG,100,2011-06-24 16:38:00,0.72,13791.0,United Kingdom,72.0
578802,22460,EMBOSSED GLASS TEALIGHT HOLDER,24,2011-11-25 12:52:00,1.25,17468.0,United Kingdom,30.0
537446,46000M,POLYESTER FILLER PAD 45x45cm,2,2010-12-07 09:13:00,1.55,18055.0,United Kingdom,3.1
540473,21220,SET/4 BADGES DOGS,4,2011-01-07 14:31:00,1.25,17284.0,United Kingdom,5.0
574921,22435,SET OF 9 HEART SHAPED BALLOONS,12,2011-11-07 16:36:00,1.25,16070.0,United Kingdom,15.0
552838,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-11 14:24:00,2.08,15732.0,United Kingdom,20.8
551811,21930,JUMBO STORAGE BAG SKULLS,10,2011-05-04 11:37:00,2.08,15039.0,United Kingdom,20.8
573314,23367,SET 12 COLOUR PENCILS SPACEBOY ,3,2011-10-28 17:26:00,0.65,16987.0,United Kingdom,1.95
556463,22610,PENS ASSORTED FUNNY FACE,360,2011-06-12 10:47:00,0.19,12583.0,France,68.4
578518,21850,BLUE  DIAMANTE PEN IN GIFT BOX,1,2011-11-24 13:54:00,4.95,14606.0,United Kingdom,4.95
551733,21703,BAG 125g SWIRLY MARBLES,12,2011-05-04 10:15:00,0.42,13012.0,United Kingdom,5.04
540957,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-01-12 13:30:00,6.35,15311.0,United Kingdom,12.7
569136,23242,TREASURE TIN BUFFALO BILL ,2,2011-09-30 14:41:00,2.08,15834.0,United Kingdom,4.16
546027,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-03-09 08:09:00,1.25,12759.0,Netherlands,30.0
538172,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,2010-12-10 09:33:00,2.95,15805.0,United Kingdom,70.80000000000001
579155,85061W,WHITE JEWELLED HEART DECORATION,1,2011-11-28 13:37:00,0.85,18101.0,United Kingdom,0.85
545702,22501,PICNIC BASKET WICKER LARGE,1,2011-03-06 15:21:00,9.95,14247.0,United Kingdom,9.95
562366,21175,GIN + TONIC DIET METAL SIGN,12,2011-08-04 14:01:00,2.55,17692.0,United Kingdom,30.6
578022,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2011-11-22 13:25:00,0.65,17371.0,United Kingdom,0.65
547925,21915,RED  HARMONICA IN BOX ,12,2011-03-28 13:57:00,1.25,12481.0,Germany,15.0
574700,21621,VINTAGE UNION JACK BUNTING,2,2011-11-06 13:53:00,8.5,16033.0,United Kingdom,17.0
578314,72741,GRAND CHOCOLATECANDLE,9,2011-11-23 16:33:00,1.45,13350.0,United Kingdom,13.05
554598,21754,HOME BUILDING BLOCK WORD,1,2011-05-25 11:12:00,5.95,13263.0,United Kingdom,5.95
537405,22568,FELTCRAFT CUSHION OWL,2,2010-12-06 14:51:00,3.75,17841.0,United Kingdom,7.5
538826,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2010-12-14 12:58:00,5.45,12370.0,Cyprus,10.9
558749,22692,DOORMAT WELCOME TO OUR HOME,1,2011-07-03 10:28:00,7.95,16326.0,United Kingdom,7.95
578933,21258,VICTORIAN SEWING BOX LARGE,6,2011-11-27 12:47:00,12.75,16923.0,United Kingdom,76.5
556876,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-06-15 11:56:00,0.85,16241.0,United Kingdom,1.7
563213,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2011-08-14 12:55:00,1.25,16115.0,United Kingdom,6.25
543828,22675,FRENCH KITCHEN SIGN BLUE METAL,12,2011-02-14 09:45:00,1.25,14156.0,EIRE,15.0
547223,22383,LUNCH BAG SUKI DESIGN ,2,2011-03-21 15:10:00,1.65,12867.0,United Kingdom,3.3
565541,22386,JUMBO BAG PINK POLKADOT,4,2011-09-05 12:00:00,2.08,14159.0,United Kingdom,8.32
546580,21907,I'M ON HOLIDAY METAL SIGN,12,2011-03-15 11:09:00,2.1,14911.0,EIRE,25.200000000000003
569514,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,2011-10-04 13:56:00,1.25,15228.0,United Kingdom,30.0
573501,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-10-31 12:02:00,2.95,18055.0,United Kingdom,17.700000000000003
574700,82552,WASHROOM METAL SIGN,4,2011-11-06 13:53:00,1.45,16033.0,United Kingdom,5.8
544286,22609,PENS ASSORTED SPACEBALL,36,2011-02-17 12:29:00,0.85,13151.0,United Kingdom,30.6
554283,21198,WHITE HEART CONFETTI IN TUBE,12,2011-05-23 14:11:00,1.65,17686.0,United Kingdom,19.8
554603,23000,TRAVEL CARD WALLET TRANSPORT,1,2011-05-25 11:14:00,0.42,14593.0,United Kingdom,0.42
568104,22580,ADVENT CALENDAR GINGHAM SACK,6,2011-09-23 15:50:00,5.95,16485.0,United Kingdom,35.7
561914,21871,SAVE THE PLANET MUG,12,2011-08-01 11:13:00,1.25,17676.0,United Kingdom,15.0
574679,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-11-06 12:38:00,1.25,12645.0,Germany,30.0
550633,84836,ZINC METAL HEART DECORATION,4,2011-04-19 14:57:00,1.25,17449.0,United Kingdom,5.0
578293,23355,HOT WATER BOTTLE KEEP CALM,8,2011-11-23 14:36:00,4.95,15640.0,United Kingdom,39.6
562430,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,2011-08-04 17:26:00,4.95,18109.0,United Kingdom,9.9
563621,20725,LUNCH BAG RED RETROSPOT,10,2011-08-18 10:10:00,1.65,13113.0,United Kingdom,16.5
567615,23356,LOVE HOT WATER BOTTLE,1,2011-09-21 12:14:00,5.95,13316.0,United Kingdom,5.95
549104,21563,RED HEART SHAPE LOVE BUCKET ,2,2011-04-06 11:43:00,2.95,15311.0,United Kingdom,5.9
572183,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-10-21 10:50:00,3.75,16153.0,United Kingdom,15.0
565931,22551,PLASTERS IN TIN SPACEBOY,12,2011-09-08 10:35:00,1.65,12683.0,France,19.8
544329,21914,BLUE HARMONICA IN BOX ,12,2011-02-17 16:43:00,1.25,17288.0,United Kingdom,15.0
573400,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-10-30 15:38:00,3.75,17796.0,United Kingdom,15.0
571033,23154,SET OF 4 JAM JAR MAGNETS,12,2011-10-13 12:46:00,2.08,14251.0,United Kingdom,24.96
562935,85099F,JUMBO BAG STRAWBERRY,10,2011-08-10 17:11:00,2.08,14156.0,EIRE,20.8
580998,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-12-06 17:26:00,1.65,16987.0,United Kingdom,3.3
542000,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-01-25 10:49:00,1.65,14257.0,United Kingdom,19.8
550296,21658,GLASS  BEURRE DISH,1,2011-04-15 15:54:00,3.95,13742.0,United Kingdom,3.95
576249,21098,CHRISTMAS TOILET ROLL,1,2011-11-14 13:47:00,1.25,17811.0,United Kingdom,1.25
545658,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-03-04 14:13:00,2.25,14670.0,United Kingdom,2.25
549101,90214A,"LETTER ""A"" BLING KEY RING",1,2011-04-06 11:34:00,1.25,14606.0,United Kingdom,1.25
560892,23031,DRAWER KNOB CRACKLE GLAZE PINK,12,2011-07-21 17:08:00,1.65,13089.0,United Kingdom,19.8
547094,22293,HANGING CHICK GREEN DECORATION,24,2011-03-21 08:39:00,1.45,13934.0,United Kingdom,34.8
562907,35004B,SET OF 3 BLACK FLYING DUCKS,3,2011-08-10 12:44:00,5.45,14116.0,United Kingdom,16.35
571279,21584,RETROSPOT SMALL TUBE MATCHES,3,2011-10-16 12:54:00,1.65,16466.0,United Kingdom,4.949999999999999
554124,84817,DANISH ROSE DECORATIVE PLATE,6,2011-05-23 08:31:00,2.1,13339.0,United Kingdom,12.6
556778,21086,SET/6 RED SPOTTY PAPER CUPS,6,2011-06-14 12:41:00,0.65,16712.0,United Kingdom,3.9
556781,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-06-14 12:47:00,4.95,13384.0,United Kingdom,14.85
560255,22374,AIRLINE BAG VINTAGE JET SET RED,2,2011-07-17 13:08:00,4.25,16054.0,United Kingdom,8.5
552297,48187,DOORMAT NEW ENGLAND,2,2011-05-08 14:10:00,7.95,15092.0,United Kingdom,15.9
570677,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2011-10-11 15:10:00,1.25,12836.0,United Kingdom,2.5
545585,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-03-04 09:32:00,0.55,12541.0,Spain,13.2
557776,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-06-22 15:07:00,0.95,14422.0,United Kingdom,11.4
560862,23002,TRAVEL CARD WALLET SKULLS,4,2011-07-21 13:48:00,0.42,14085.0,United Kingdom,1.68
539982,21832,CHOCOLATE CALCULATOR,1,2010-12-23 14:40:00,1.65,15311.0,United Kingdom,1.65
563557,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-08-17 13:33:00,6.75,15786.0,United Kingdom,27.0
575631,22079,RIBBON REEL HEARTS DESIGN ,2,2011-11-10 13:41:00,1.65,15184.0,United Kingdom,3.3
569474,23377,PACK OF 12 DOLLY GIRL TISSUES,6,2011-10-04 12:39:00,0.39,14178.0,United Kingdom,2.34
576062,22669,RED BABY BUNTING ,5,2011-11-13 15:30:00,2.95,12867.0,United Kingdom,14.75
552843,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-11 14:37:00,0.85,14649.0,United Kingdom,10.2
566018,22377,BOTTLE BAG RETROSPOT ,7,2011-09-08 12:42:00,2.1,13137.0,United Kingdom,14.7
577230,21588,RETROSPOT GIANT TUBE MATCHES,1,2011-11-18 12:08:00,2.55,18034.0,United Kingdom,2.55
551193,22026,BANQUET BIRTHDAY  CARD  ,12,2011-04-27 11:05:00,0.42,17954.0,United Kingdom,5.04
580884,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-12-06 12:21:00,2.49,15907.0,United Kingdom,2.49
540545,22312,OFFICE MUG WARMER POLKADOT,2,2011-01-09 15:35:00,2.95,13451.0,United Kingdom,5.9
560034,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-07-14 13:35:00,2.95,13933.0,United Kingdom,17.700000000000003
537852,22155,STAR DECORATION RUSTIC,48,2010-12-08 15:56:00,0.42,17340.0,United Kingdom,20.16
580695,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,2011-12-05 16:03:00,0.21,13230.0,United Kingdom,0.42
552642,22405,MONEY BOX POCKET MONEY DESIGN,12,2011-05-10 13:22:00,1.25,14288.0,United Kingdom,15.0
564056,79321,CHILLI LIGHTS,5,2011-08-22 14:13:00,5.75,14387.0,United Kingdom,28.75
571187,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,2011-10-14 11:39:00,4.15,12380.0,Belgium,16.6
544918,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-02-24 16:30:00,2.95,13081.0,United Kingdom,17.700000000000003
543001,22227,HANGING HEART MIRROR DECORATION ,24,2011-02-02 12:26:00,0.65,14127.0,United Kingdom,15.6
541511,22113,GREY HEART HOT WATER BOTTLE,1,2011-01-18 16:45:00,3.75,17576.0,United Kingdom,3.75
560922,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-07-21 19:34:00,0.55,14911.0,EIRE,13.2
577302,21871,SAVE THE PLANET MUG,1,2011-11-18 12:57:00,1.65,17904.0,United Kingdom,1.65
573415,23322,LARGE WHITE HEART OF WICKER,4,2011-10-30 16:17:00,2.95,13607.0,United Kingdom,11.8
561906,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-08-01 10:03:00,0.55,12921.0,United Kingdom,13.2
541491,21935,SUKI  SHOULDER BAG,10,2011-01-18 14:04:00,1.65,12510.0,Spain,16.5
549947,22079,RIBBON REEL HEARTS DESIGN ,10,2011-04-13 12:47:00,1.65,18260.0,United Kingdom,16.5
574864,22867,HAND WARMER BIRD DESIGN,2,2011-11-07 12:29:00,2.1,14387.0,United Kingdom,4.2
549874,84461,12 PINK HEN+CHICKS IN BASKET,1,2011-04-12 15:23:00,2.55,16919.0,United Kingdom,2.55
556462,23202,JUMBO BAG VINTAGE LEAF,2,2011-06-12 10:46:00,2.08,14450.0,United Kingdom,4.16
540855,82581,TOILET METAL SIGN,12,2011-01-12 10:14:00,0.55,16353.0,United Kingdom,6.6000000000000005
540350,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-01-06 14:14:00,1.25,18283.0,United Kingdom,1.25
577773,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-11-21 15:57:00,2.95,16712.0,United Kingdom,8.850000000000001
555518,22616,PACK OF 12 LONDON TISSUES ,48,2011-06-05 10:58:00,0.29,14891.0,United Kingdom,13.919999999999998
567613,22867,HAND WARMER BIRD DESIGN,12,2011-09-21 11:49:00,2.1,13908.0,United Kingdom,25.200000000000003
546236,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-03-10 12:48:00,0.85,12370.0,Cyprus,10.2
551693,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-03 13:36:00,0.55,15582.0,United Kingdom,13.2
549570,22354,RETROSPOT PADDED SEAT CUSHION,4,2011-04-10 15:19:00,3.75,17550.0,United Kingdom,15.0
565585,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-09-05 13:22:00,2.08,16172.0,United Kingdom,20.8
580776,23499,SET 12 VINTAGE DOILY CHALK ,1,2011-12-06 11:05:00,0.42,14562.0,United Kingdom,0.42
569799,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-10-06 11:47:00,4.15,13602.0,United Kingdom,24.9
565541,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-09-05 12:00:00,1.65,14159.0,United Kingdom,3.3
572458,21980,PACK OF 12 RED RETROSPOT TISSUES ,48,2011-10-24 12:51:00,0.39,15142.0,United Kingdom,18.72
554286,23053,RECYCLED ACAPULCO MAT PINK,2,2011-05-23 14:16:00,8.25,17686.0,United Kingdom,16.5
573338,23171,REGENCY TEA PLATE GREEN ,4,2011-10-30 11:47:00,1.65,14546.0,United Kingdom,6.6
540247,22669,RED BABY BUNTING ,5,2011-01-05 15:56:00,2.95,15464.0,United Kingdom,14.75
579439,21181,PLEASE ONE PERSON METAL SIGN,24,2011-11-29 13:29:00,2.1,13426.0,United Kingdom,50.400000000000006
563565,23168,CLASSIC CAFE SUGAR DISPENSER,3,2011-08-17 14:22:00,1.25,17338.0,United Kingdom,3.75
554146,23103,JINGLE BELL HEART DECORATION,24,2011-05-23 10:45:00,1.65,13479.0,United Kingdom,39.6
568991,23077,DOUGHNUT LIP GLOSS ,20,2011-09-29 16:44:00,1.25,18204.0,United Kingdom,25.0
563557,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-08-17 13:33:00,2.1,15786.0,United Kingdom,25.200000000000003
569469,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-10-04 12:22:00,2.95,16360.0,United Kingdom,5.9
551270,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2011-04-27 12:35:00,2.55,15891.0,United Kingdom,2.55
547070,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,4,2011-03-20 13:58:00,0.85,16115.0,United Kingdom,3.4
553178,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-05-15 11:29:00,0.42,17302.0,United Kingdom,10.08
577049,23188,VINTAGE  2 METRE FOLDING RULER,2,2011-11-17 13:58:00,1.65,17397.0,United Kingdom,3.3
569555,23102,SILVER HEARTS TABLE DECORATION,12,2011-10-05 08:17:00,0.83,17728.0,United Kingdom,9.96
568996,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-09-29 17:16:00,1.65,13131.0,United Kingdom,16.5
570231,22867,HAND WARMER BIRD DESIGN,1,2011-10-09 13:44:00,2.1,16685.0,United Kingdom,2.1
545417,21877,HOME SWEET HOME MUG,12,2011-03-02 13:42:00,1.25,15622.0,United Kingdom,15.0
550164,21936,RED RETROSPOT PICNIC BAG,5,2011-04-14 16:31:00,2.95,13590.0,United Kingdom,14.75
571062,85034A,3 GARDENIA MORRIS BOXED CANDLES,1,2011-10-13 14:37:00,1.25,16773.0,United Kingdom,1.25
548952,21427,SKULLS STORAGE BOX SMALL,1,2011-04-05 10:46:00,2.1,15572.0,United Kingdom,2.1
564750,21066,VINTAGE RED MUG,12,2011-08-30 09:36:00,1.25,17690.0,United Kingdom,15.0
580541,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,6,2011-12-05 09:03:00,2.55,15358.0,United Kingdom,15.3
563565,22358,KINGS CHOICE TEA CADDY ,2,2011-08-17 14:22:00,2.95,17338.0,United Kingdom,5.9
576364,21901,"KEY FOB , BACK DOOR ",2,2011-11-14 17:40:00,0.65,15009.0,United Kingdom,1.3
572380,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-10-24 11:51:00,0.85,16019.0,United Kingdom,10.2
576910,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-11-17 09:51:00,1.45,12477.0,Germany,17.4
569565,16156S,WRAP PINK FAIRY CAKES ,25,2011-10-05 09:52:00,0.42,16722.0,United Kingdom,10.5
545590,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-03-04 10:24:00,1.45,15220.0,United Kingdom,17.4
537846,22090,PAPER BUNTING RETROSPOT,6,2010-12-08 15:25:00,2.95,15347.0,United Kingdom,17.700000000000003
558711,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2011-07-01 13:05:00,1.65,15483.0,United Kingdom,1.65
581438,22536,MAGIC DRAWING SLATE PURDEY,24,2011-12-08 16:29:00,0.42,12955.0,United Kingdom,10.08
570488,11001,ASSTD DESIGN RACING CAR PEN,2,2011-10-10 17:12:00,3.29,14096.0,United Kingdom,6.58
550956,22972,CHILDREN'S SPACEBOY MUG,1,2011-04-21 16:37:00,1.65,17179.0,United Kingdom,1.65
549977,22098,BOUDOIR SQUARE TISSUE BOX,1,2011-04-13 14:54:00,1.25,14810.0,United Kingdom,1.25
554382,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,4,2011-05-24 11:55:00,2.55,17365.0,United Kingdom,10.2
557669,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-06-22 09:43:00,1.25,12674.0,France,15.0
572278,23283,DOORMAT VINTAGE LEAF,3,2011-10-23 10:46:00,8.25,16326.0,United Kingdom,24.75
542393,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-27 15:02:00,12.75,18125.0,United Kingdom,12.75
551775,21889,WOODEN BOX OF DOMINOES,12,2011-05-04 11:21:00,1.25,12886.0,United Kingdom,15.0
538655,47567B,TEA TIME KITCHEN APRON,2,2010-12-13 15:16:00,5.95,17375.0,United Kingdom,11.9
574555,23331,DECORATIVE WICKER HEART SMALL,10,2011-11-04 15:29:00,0.63,16426.0,United Kingdom,6.3
562161,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2011-08-03 11:58:00,1.25,17841.0,United Kingdom,5.0
552231,21154,RED RETROSPOT OVEN GLOVE ,3,2011-05-06 15:47:00,1.25,17364.0,United Kingdom,3.75
578852,22685,FRENCH BLUE METAL DOOR SIGN 0,1,2011-11-27 11:12:00,1.25,17841.0,United Kingdom,1.25
544826,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,2011-02-24 09:36:00,3.25,14513.0,United Kingdom,3.25
545636,22249,DECORATION WHITE CHICK MAGIC GARDEN,16,2011-03-04 12:15:00,0.85,16449.0,United Kingdom,13.6
571105,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2011-10-13 16:01:00,4.25,17614.0,United Kingdom,4.25
553183,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-05-15 12:31:00,0.85,16076.0,United Kingdom,10.2
545649,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-03-04 13:14:00,2.95,14995.0,United Kingdom,8.850000000000001
576615,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-11-15 16:42:00,1.65,17231.0,United Kingdom,1.65
555589,22939,APRON APPLE DELIGHT,4,2011-06-06 09:36:00,4.95,12802.0,Netherlands,19.8
564366,22470,HEART OF WICKER LARGE,6,2011-08-25 08:58:00,2.95,13236.0,United Kingdom,17.700000000000003
579167,21755,LOVE BUILDING BLOCK WORD,2,2011-11-28 14:06:00,6.25,16800.0,United Kingdom,12.5
542623,22768,FAMILY PHOTO FRAME CORNICE,2,2011-01-31 09:41:00,9.95,17239.0,United Kingdom,19.9
554974,22607,WOODEN ROUNDERS GARDEN SET ,8,2011-05-27 17:14:00,8.5,14031.0,United Kingdom,68.0
566480,20713,JUMBO BAG OWLS,10,2011-09-13 09:17:00,2.08,16451.0,United Kingdom,20.8
559899,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-07-13 12:24:00,1.95,12528.0,Germany,15.6
566219,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-09 15:51:00,4.95,17426.0,United Kingdom,14.85
558232,22474,SPACEBOY TV DINNER TRAY,1,2011-06-27 14:30:00,4.95,17841.0,United Kingdom,4.95
552371,17003,BROCADE RING PURSE ,24,2011-05-09 12:28:00,0.29,17629.0,United Kingdom,6.959999999999999
572225,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-10-21 13:50:00,2.89,13157.0,United Kingdom,17.34
542778,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-02-01 09:01:00,1.25,14496.0,United Kingdom,15.0
571028,22834,HAND WARMER BABUSHKA DESIGN,1,2011-10-13 12:21:00,2.1,16770.0,United Kingdom,2.1
579501,22810,SET OF 6 T-LIGHTS SNOWMEN,36,2011-11-29 16:16:00,2.55,14088.0,United Kingdom,91.8
537669,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-12-08 08:58:00,1.25,16863.0,United Kingdom,15.0
537396,22292,HANGING CHICK  YELLOW DECORATION,3,2010-12-06 14:08:00,1.45,17223.0,United Kingdom,4.35
564379,21874,GIN AND TONIC MUG,12,2011-08-25 10:32:00,1.25,16779.0,United Kingdom,15.0
574866,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,50,2011-11-07 12:34:00,0.29,12748.0,United Kingdom,14.499999999999998
553896,22668,PINK BABY BUNTING,5,2011-05-19 17:22:00,2.95,13887.0,United Kingdom,14.75
557673,23203,JUMBO BAG DOILEY PATTERNS,100,2011-06-22 10:15:00,1.79,16180.0,United Kingdom,179.0
547662,21259,VICTORIAN SEWING BOX SMALL ,3,2011-03-24 13:12:00,5.95,14085.0,United Kingdom,17.85
573287,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-10-28 14:42:00,7.95,14194.0,United Kingdom,15.9
578926,21843,RED RETROSPOT CAKE STAND,1,2011-11-27 12:24:00,10.95,18156.0,United Kingdom,10.95
549118,22990,COTTON APRON PANTRY DESIGN,4,2011-04-06 13:18:00,4.95,14911.0,EIRE,19.8
538086,22952,60 CAKE CASES VINTAGE CHRISTMAS,9,2010-12-09 14:44:00,0.55,12872.0,United Kingdom,4.95
577615,85049G,CHOCOLATE BOX RIBBONS ,12,2011-11-21 10:22:00,1.25,12658.0,Germany,15.0
557222,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-06-17 13:14:00,0.65,14936.0,Channel Islands,7.800000000000001
536799,70007,HI TEC ALPINE HAND WARMER,6,2010-12-02 16:00:00,1.65,17228.0,United Kingdom,9.9
540550,35810A,ENAMEL PINK COFFEE CONTAINER,6,2011-01-10 09:11:00,2.1,12539.0,Spain,12.6
548558,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-04-01 10:05:00,1.45,13626.0,United Kingdom,17.4
580523,22153,ANGEL DECORATION STARS ON DRESS,11,2011-12-04 15:00:00,0.42,17827.0,United Kingdom,4.62
556917,22050,PINK PAISLEY ROSE GIFT WRAP,200,2011-06-15 13:37:00,0.34,12415.0,Australia,68.0
575671,20749,ASSORTED COLOUR MINI CASES,8,2011-11-10 15:03:00,7.95,12670.0,France,63.6
574532,23489,VINTAGE BELLS GARLAND,6,2011-11-04 14:19:00,2.89,15676.0,United Kingdom,17.34
544311,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-02-17 14:19:00,0.42,17841.0,United Kingdom,0.42
575369,22113,GREY HEART HOT WATER BOTTLE,36,2011-11-09 15:09:00,3.75,16655.0,United Kingdom,135.0
553347,47566B,TEA TIME PARTY BUNTING,4,2011-05-16 12:59:00,4.95,14755.0,United Kingdom,19.8
579946,22153,ANGEL DECORATION STARS ON DRESS,14,2011-12-01 10:44:00,0.42,15993.0,United Kingdom,5.88
562031,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-08-01 17:37:00,7.95,16984.0,United Kingdom,15.9
577485,23311,VINTAGE CHRISTMAS STOCKING ,5,2011-11-20 11:56:00,2.55,16360.0,United Kingdom,12.75
